Campaign Name	Ad Group Name	Customer Search Term	Keyword	Match Type	First Day of Impression	Last Day of Impression	Impressions	Clicks	CTR	Total Spend	Average CPC	ACoS	Currency	Orders placed within 1 week of a click	Product Sales within 1 week of a click	Conversion Rate within 1 week of a click	Same SKU units Ordered within 1 week of click	Other SKU units Ordered within 1 week of click	Same SKU units Product Sales within 1 week of click	Other SKU units Product Sales within 1 week of click
Autoall	All	first binoculars	*	BROAD	09/11/2017	10/10/2017	27	1	3.704%	0.28	0.28	0.00%	USD	0	0.00	0.000%	0	0	0.00	0.00
Autoall	All	5 yr old toys for boys	*	BROAD	09/10/2017	09/10/2017	3	1	33.333%	0.02	0.02	0.00%	USD	0	0.00	0.000%	0	0	0.00	0.00
Autoall	All	kids engineering kits	*	BROAD	09/04/2017	10/03/2017	321	1	0.312%	0.99	0.99	0.00%	USD	0	0.00	0.000%	0	0	0.00	0.00
Autoall	All	shark gifts for boys	*	BROAD	09/17/2017	10/01/2017	5	1	20.000%	0.73	0.73	0.00%	USD	0	0.00	0.000%	0	0	0.00	0.00
Autoall	All	baby watches	*	BROAD	09/04/2017	10/06/2017	125	1	0.800%	0.59	0.59	0.00%	USD	0	0.00	0.000%	0	0	0.00	0.00
Autoall	All	toddler fireman costume	*	BROAD	09/04/2017	10/02/2017	309	1	0.324%	0.39	0.39	0.00%	USD	0	0.00	0.000%	0	0	0.00	0.00
Autoall	All	baseball game	*	BROAD	09/04/2017	10/23/2017	132	1	0.758%	0.13	0.13	0.00%	USD	0	0.00	0.000%	0	0	0.00	0.00
Autoall	All	girls binoculars	*	BROAD	09/11/2017	10/03/2017	5	1	20.000%	1.28	1.28	0.00%	USD	0	0.00	0.000%	0	0	0.00	0.00
Autoall	All	b01c41abme	*	BROAD	09/17/2017	10/15/2017	7	1	14.286%	0.72	0.72	0.00%	USD	0	0.00	0.000%	0	0	0.00	0.00
Autoall	All	3 year old boy birthday gifts	*	BROAD	09/04/2017	10/10/2017	11	1	9.091%	1.30	1.30	0.00%	USD	0	0.00	0.000%	0	0	0.00	0.00
Autoall	All	dog party	*	BROAD	09/04/2017	10/03/2017	84	1	1.190%	0.31	0.31	0.00%	USD	0	0.00	0.000%	0	0	0.00	0.00
AutoSmall	All	batman toy	*	BROAD	09/01/2017	09/03/2017	18	1	5.556%	0.76	0.76	0.00%	USD	0	0.00	0.000%	0	0	0.00	0.00
AutoSmall	All	watch for boys age 5	*	BROAD	08/25/2017	08/25/2017	1	1	100.000%	0.62	0.62	4.77%	USD	1	12.99	100.000%	1	0	12.99	0.00
AutoSmall	All	babys toys	*	BROAD	08/27/2017	09/01/2017	3	1	33.333%	0.87	0.87	0.00%	USD	0	0.00	0.000%	0	0	0.00	0.00
AutoSmall	All	b01n1f35xn	*	BROAD	09/02/2017	09/04/2017	6	1	16.667%	0.68	0.68	0.00%	USD	0	0.00	0.000%	0	0	0.00	0.00
AutoSmall	All	melissa and doug	*	BROAD	09/01/2017	09/04/2017	224	1	0.446%	0.54	0.54	0.00%	USD	0	0.00	0.000%	0	0	0.00	0.00
AutoSmall	All	3 year old girl toys educational	*	BROAD	09/02/2017	09/02/2017	1	1	100.000%	0.79	0.79	0.00%	USD	0	0.00	0.000%	0	0	0.00	0.00
AutoSmall	All	science kits	*	BROAD	09/01/2017	09/03/2017	42	1	2.381%	0.02	0.02	0.00%	USD	0	0.00	0.000%	0	0	0.00	0.00
AutoSmall	All	little girl purses	*	BROAD	08/25/2017	09/04/2017	286	2	0.699%	1.48	0.74	0.00%	USD	0	0.00	0.000%	0	0	0.00	0.00
AutoSmall	All	boys christmas shirt	*	BROAD	08/25/2017	09/03/2017	15	1	6.667%	0.70	0.70	0.00%	USD	0	0.00	0.000%	0	0	0.00	0.00
AutoSmall	All	kids explorer kit	*	BROAD	08/25/2017	09/04/2017	102	1	0.980%	0.88	0.88	0.00%	USD	0	0.00	0.000%	0	0	0.00	0.00
AutoSmall	All	costumes for boys 5-7	*	BROAD	09/03/2017	09/03/2017	2	1	50.000%	1.00	1.00	0.00%	USD	0	0.00	0.000%	0	0	0.00	0.00
AutoSmall	All	toy dogs	*	BROAD	08/25/2017	09/03/2017	32	1	3.125%	0.54	0.54	0.00%	USD	0	0.00	0.000%	0	0	0.00	0.00
AutoSmall	All	b01beczyty	*	BROAD	08/25/2017	09/04/2017	46	1	2.174%	0.77	0.77	0.00%	USD	0	0.00	0.000%	0	0	0.00	0.00
AutoSmall	All	b00270fd6c	*	BROAD	08/25/2017	09/03/2017	21	1	4.762%	0.79	0.79	5.45%	USD	1	14.50	100.000%	0	1	0.00	14.50
AutoSmall	All	b01c622vdi	*	BROAD	08/25/2017	09/03/2017	29	1	3.448%	0.74	0.74	0.00%	USD	0	0.00	0.000%	0	0	0.00	0.00
AutoSmall	All	batman figures	*	BROAD	09/01/2017	09/04/2017	167	1	0.599%	0.70	0.70	0.00%	USD	0	0.00	0.000%	0	0	0.00	0.00
AutoSmall	All	toddler watch	*	BROAD	08/25/2017	09/04/2017	101	1	0.990%	0.69	0.69	0.00%	USD	0	0.00	0.000%	0	0	0.00	0.00
AutoSmall	All	2 year old	*	BROAD	08/25/2017	09/03/2017	13	1	7.692%	0.80	0.80	0.00%	USD	0	0.00	0.000%	0	0	0.00	0.00
AutoSmall	All	cars 3 toys	*	BROAD	08/25/2017	09/04/2017	122	1	0.820%	0.55	0.55	0.00%	USD	0	0.00	0.000%	0	0	0.00	0.00
AutoSmall	All	engineering toys	*	BROAD	08/25/2017	09/04/2017	111	1	0.901%	0.78	0.78	0.00%	USD	0	0.00	0.000%	0	0	0.00	0.00
AutoSmall	All	batman binoculars	*	BROAD	09/01/2017	09/03/2017	9	1	11.111%	0.40	0.40	0.00%	USD	0	0.00	0.000%	0	0	0.00	0.00
AutoSmall	All	littlest pet shop	*	BROAD	09/01/2017	09/04/2017	13575	2	0.015%	1.58	0.79	0.00%	USD	0	0.00	0.000%	0	0	0.00	0.00
AutoSmall	All	watch cars blue- will	*	BROAD	09/01/2017	09/04/2017	6	1	16.667%	0.74	0.74	0.00%	USD	0	0.00	0.000%	0	0	0.00	0.00
AutoSmall	All	toy binoculars	*	BROAD	08/25/2017	09/04/2017	83	1	1.205%	0.99	0.99	0.00%	USD	0	0.00	0.000%	0	0	0.00	0.00
AutoSmall	All	best toys for 4 yr old	*	BROAD	09/03/2017	09/03/2017	1	1	100.000%	0.97	0.97	0.00%	USD	0	0.00	0.000%	0	0	0.00	0.00
AutoSmall	All	toddler girl purse	*	BROAD	08/25/2017	09/04/2017	98	1	1.020%	0.79	0.79	0.00%	USD	0	0.00	0.000%	0	0	0.00	0.00
AutoSmall	All	engineering for kids	*	BROAD	08/25/2017	09/04/2017	51	1	1.961%	0.50	0.50	0.00%	USD	0	0.00	0.000%	0	0	0.00	0.00
AutoSmall	All	baby boy gifts	*	BROAD	08/27/2017	09/03/2017	45	1	2.222%	0.71	0.71	0.00%	USD	0	0.00	0.000%	0	0	0.00	0.00
AutoSmall	All	b06xdp2pcj	*	BROAD	08/25/2017	09/03/2017	23	2	8.696%	1.53	0.77	0.00%	USD	0	0.00	0.000%	0	0	0.00	0.00
AutoSmall	All	gift ideas for 6 year old girls	*	BROAD	09/01/2017	09/02/2017	5	1	20.000%	0.55	0.55	0.00%	USD	0	0.00	0.000%	0	0	0.00	0.00
AutoSmall	All	b018zontoq	*	BROAD	08/25/2017	09/04/2017	712	1	0.140%	0.85	0.85	0.00%	USD	0	0.00	0.000%	0	0	0.00	0.00
AutoSmall	All	5 year old girl gifts	*	BROAD	08/27/2017	09/03/2017	33	1	3.030%	0.78	0.78	0.00%	USD	0	0.00	0.000%	0	0	0.00	0.00
AutoSmall	All	telescope for kids	*	BROAD	08/25/2017	09/04/2017	127	1	0.787%	0.85	0.85	0.00%	USD	0	0.00	0.000%	0	0	0.00	0.00
AutoSmall	All	walkie talkies	*	BROAD	09/01/2017	09/03/2017	7	1	14.286%	0.71	0.71	0.00%	USD	0	0.00	0.000%	0	0	0.00	0.00
AutoSmall	All	dora the explorer	*	BROAD	09/01/2017	09/04/2017	592	2	0.338%	1.58	0.79	10.90%	USD	1	14.50	50.000%	1	0	14.50	0.00
AutoSmall	All	play watches for girls	*	BROAD	08/27/2017	08/27/2017	6	1	16.667%	0.91	0.91	0.00%	USD	0	0.00	0.000%	0	0	0.00	0.00
AutoSmall	All	spy glasses	*	BROAD	08/25/2017	09/04/2017	242	1	0.413%	0.79	0.79	0.00%	USD	0	0.00	0.000%	0	0	0.00	0.00
AutoSmall	All	boys gifts	*	BROAD	08/27/2017	09/03/2017	7	1	14.286%	0.96	0.96	0.00%	USD	0	0.00	0.000%	0	0	0.00	0.00
AutoSmall	All	b071pbft1r	*	BROAD	08/25/2017	09/04/2017	22	1	4.545%	0.54	0.54	0.00%	USD	0	0.00	0.000%	0	0	0.00	0.00
AutoSmall	All	science gadgets	*	BROAD	09/01/2017	09/04/2017	62	1	1.613%	0.71	0.71	0.00%	USD	0	0.00	0.000%	0	0	0.00	0.00
AutoSmall	All	best toys for two year olds	*	BROAD	09/02/2017	09/02/2017	1	1	100.000%	0.45	0.45	0.00%	USD	0	0.00	0.000%	0	0	0.00	0.00
AutoSmall	All	b0039wn9fe	*	BROAD	08/25/2017	09/04/2017	1176	1	0.085%	0.90	0.90	0.00%	USD	0	0.00	0.000%	0	0	0.00	0.00
AutoSmall	All	first birthday boy	*	BROAD	08/25/2017	09/03/2017	124	1	0.806%	0.71	0.71	0.00%	USD	0	0.00	0.000%	0	0	0.00	0.00
AutoSmall	All	b06xw7psfv	*	BROAD	08/25/2017	09/04/2017	29	1	3.448%	0.77	0.77	5.93%	USD	1	12.99	100.000%	1	0	12.99	0.00
AutoSmall	All	b01msnmmxq	*	BROAD	08/25/2017	08/27/2017	7	1	14.286%	0.76	0.76	0.00%	USD	0	0.00	0.000%	0	0	0.00	0.00
AutoSmall	All	really cheap stuff	*	BROAD	09/01/2017	09/04/2017	39	1	2.564%	0.44	0.44	0.00%	USD	0	0.00	0.000%	0	0	0.00	0.00
AutoSmall	All	gift baby boy	*	BROAD	08/25/2017	08/28/2017	633	1	0.158%	0.60	0.60	0.00%	USD	0	0.00	0.000%	0	0	0.00	0.00
AutoSmall	All	toddler baseball	*	BROAD	09/01/2017	09/04/2017	41	2	4.878%	1.08	0.54	0.00%	USD	0	0.00	0.000%	0	0	0.00	0.00
AutoSmall	All	b0713sb2vc	*	BROAD	08/25/2017	09/04/2017	38	1	2.632%	0.79	0.79	0.00%	USD	0	0.00	0.000%	0	0	0.00	0.00
AutoSmall	All	watch dogs	*	BROAD	08/25/2017	09/04/2017	256	2	0.781%	1.18	0.59	0.00%	USD	0	0.00	0.000%	0	0	0.00	0.00
Red	Ad Group 1	pretend toys boys	pretend toys for boys	BROAD	09/07/2017	09/07/2017	1	1	100.000%	0.68	0.68	0.00%	USD	0	0.00	0.000%	0	0	0.00	0.00
Red	Ad Group 1	birthday present for boys	birthday presents for boys	BROAD	08/25/2017	09/18/2017	11	1	9.091%	0.59	0.59	0.00%	USD	0	0.00	0.000%	0	0	0.00	0.00
Red	Ad Group 1	play binoculars for kids	kids play binoculars	BROAD	09/03/2017	09/17/2017	6	1	16.667%	1.23	1.23	0.00%	USD	0	0.00	0.000%	0	0	0.00	0.00
Red	Ad Group 1	pretend play for toddlers	pretend play toddler	BROAD	08/25/2017	09/22/2017	93	2	2.151%	2.03	1.02	0.00%	USD	0	0.00	0.000%	0	0	0.00	0.00
Red	Ad Group 1	toddler peter pretend play shoes	pretend play toddler	BROAD	09/12/2017	09/17/2017	165	1	0.606%	0.54	0.54	0.00%	USD	0	0.00	0.000%	0	0	0.00	0.00
Red	Ad Group 1	toddlers binoculars toy	toddler binoculars	BROAD	08/25/2017	08/25/2017	1	1	100.000%	0.06	0.06	0.00%	USD	0	0.00	0.000%	0	0	0.00	0.00
Red	Ad Group 1	binoculars for toddlers	toddler binoculars	BROAD	08/25/2017	09/21/2017	99	1	1.010%	0.16	0.16	0.00%	USD	0	0.00	0.000%	0	0	0.00	0.00
Red	Ad Group 1	toddler binoculars	toddler binoculars	BROAD	08/25/2017	09/22/2017	1066	2	0.188%	1.27	0.64	0.00%	USD	0	0.00	0.000%	0	0	0.00	0.00
Red	Ad Group 1	small toddler binoculars	toddler binoculars	BROAD	09/20/2017	09/20/2017	2	1	50.000%	0.89	0.89	0.00%	USD	0	0.00	0.000%	0	0	0.00	0.00
Red	Ad Group 1	toddlers binoculars	toddler binoculars	BROAD	09/12/2017	09/16/2017	6	1	16.667%	0.11	0.11	0.00%	USD	0	0.00	0.000%	0	0	0.00	0.00
Red	Ad Group 1	boys binoculars	binoculars for boys	BROAD	08/25/2017	09/22/2017	32	1	3.125%	0.79	0.79	0.00%	USD	0	0.00	0.000%	0	0	0.00	0.00
Red	Ad Group 1	kids binoculars boys	kids binoculars boys	BROAD	08/27/2017	09/21/2017	127	1	0.787%	0.93	0.93	0.00%	USD	0	0.00	0.000%	0	0	0.00	0.00
Red	Ad Group 1	kids binoculars toy	toy binoculars for kids	BROAD	08/27/2017	09/16/2017	3	1	33.333%	1.03	1.03	0.00%	USD	0	0.00	0.000%	0	0	0.00	0.00
Red	Ad Group 1	children's toy binoculars	toy binoculars	BROAD	09/02/2017	09/21/2017	4	1	25.000%	1.01	1.01	0.00%	USD	0	0.00	0.000%	0	0	0.00	0.00
Red	Ad Group 1	large toy binoculars	toy binoculars	BROAD	09/17/2017	09/17/2017	1	1	100.000%	0.58	0.58	0.00%	USD	0	0.00	0.000%	0	0	0.00	0.00
Red	Ad Group 1	toy binoculars	toy binoculars	BROAD	08/25/2017	09/21/2017	376	5	1.330%	5.34	1.07	0.00%	USD	0	0.00	0.000%	0	0	0.00	0.00
Red	Ad Group 1	binocular set for kids	binoculars for kids	BROAD	09/15/2017	09/21/2017	25	1	4.000%	0.77	0.77	0.00%	USD	0	0.00	0.000%	0	0	0.00	0.00
Red	Ad Group 1	binocular for kids	binoculars for kids	BROAD	09/01/2017	09/21/2017	78	1	1.282%	0.80	0.80	0.00%	USD	0	0.00	0.000%	0	0	0.00	0.00
Red	Ad Group 1	kids binoculars party favors	binoculars for kids	BROAD	09/01/2017	09/21/2017	544	2	0.368%	1.39	0.70	0.00%	USD	0	0.00	0.000%	0	0	0.00	0.00
Popular 100	Binocs	binoculars for kids	binoculars for kids	PHRASE	09/23/2017	09/28/2017	114	2	1.754%	1.54	0.77	0.00%	USD	0	0.00	0.000%	0	0	0.00	0.00
Popular 100	Binocs	kids binoculars 10x	kids binoculars	PHRASE	10/01/2017	10/01/2017	3	1	33.333%	1.42	1.42	0.00%	USD	0	0.00	0.000%	0	0	0.00	0.00
